"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"DIAPH1",2280.96972401615,-0.125861648003423,0.416418835370083,0.728746642709963,0.816961767699474
"HDAC3",1413.55777628139,0.456195226110911,0.410439331242701,0.220236488629007,0.346501813224051
"RELL2",137.022903024207,0.169379337147691,0.494346341800881,0.698307122693304,0.795568764522245
"FCHSD1",353.985059341575,-0.25886099441256,0.453718552650781,0.520831443292575,0.65007052091941
"ARAP3",629.03292297584,1.71846032133643,0.370414039600958,8.9394362848542e-07,7.43941599266978e-06
"PCDH1",1566.07094988981,3.83466366051376,0.780227555913067,6.73826618828804e-08,6.89473529078761e-07
"KIAA0141",1084.36294429594,0.0715457663404573,0.301380339189074,0.799180826491869,0.869619500085326
"PCDH12",12.3551229127776,0.278214795295588,0.927778111836197,0.539511442903475,0.667029792738948
"RNF14",659.94758890397,-1.2467325527313,0.344288931176899,0.000119907067058888,0.000623464586849965
"GNPDA1",1850.53767563635,-0.0080315057777403,0.486307719530606,0.982031133910809,0.989846803610937
"NDFIP1",1582.18161365588,-1.25967651918366,0.358259032198961,0.000175533036892817,0.00087214699858099
"SPRY4",1387.35254669988,0.722874584097821,0.611442545615443,0.147676369058637,0.255649758475366
"AC005592.2",11.8474100360875,-0.0329043315366855,0.759284478580467,0.943846069952512,0.965592102480492
"FGF1",74.7817046302274,-3.89611247395506,0.871089082510761,5.48236509386691e-07,4.72486480644934e-06
"AC005592.3",13.0732754628075,1.02819426477963,1.58800781340898,0.0520229726437385,0.113132319914137
"AC005592.1",111.657196126473,2.38625694982645,1.93897147430679,0.00957389919625495,0.0280685648059451
"ARHGAP26",389.354222307675,1.39580153845746,0.562827728419385,0.00412089010924087,0.0137128767094349
"NR3C1",806.224181669158,-2.47969969898673,0.549713949385258,8.21849566547072e-07,6.8919908727641e-06
"YIPF5",1427.69602585368,-2.02015538856401,0.353736888394092,1.86367798811466e-09,2.47163507938313e-08
"KCTD16",46.5463642872075,-0.193366390836581,0.639424661602355,0.693448662517181,0.792489077445833
"PRELID2",127.955463382456,1.60169062110175,0.49459073935961,0.000319006750149303,0.00147644847285946
"SH3RF2",24.7192979069149,0.356968447720283,0.682373439299143,0.492779025756912,0.624832571031368
"PLAC8L1",9.44892232151676,0.0935261995941264,0.798668600427946,0.855467888296751,0.909667486928006
"RP11-118M9.3",2.74538624084551,0.0274505460015339,0.922805430967233,0.944310347024002,0.965928063569053
"LARS",6054.16451393096,0.855585739411932,0.428775064156224,0.0271503727268293,0.0666354887099441
"RBM27",1491.98404518008,1.09248149197024,0.458939246001891,0.00804964955115692,0.0243771176589588
"TCERG1",2898.58091355323,1.39045559458445,0.439215475044884,0.000513054794367649,0.00224883334574534
"PPP2R2B",612.313615399303,7.98805478014135,0.713708067012259,1.13379424750306e-28,1.37232159425623e-26
"STK32A",77.2614586152484,2.6316339869001,0.722145842914233,3.31509469108653e-05,0.000196156778689167
"DPYSL3",13674.5086815554,1.84443458472585,0.662006527727458,0.00102286479755281,0.00411556204258363
"JAKMIP2",539.134349166604,4.57461973340693,0.502491825891706,4.93707013639704e-21,2.7933884404869e-19
"SPINK1",12.4719023256541,6.28358718327947,2.89872169494195,0.000235877640498217,0.00113368283410101
"SCGB3A2",349.241205478897,11.3440859262732,2.88601219313547,6.86909668363376e-12,1.33772510160705e-10
"C5orf46",7.05973479585624,0.331572280686504,0.916683234521038,0.488482849543984,0.621291966924658
"SPINK5",190.163188066745,7.46458871816572,1.24254799887739,4.11089196449723e-10,6.12756803811731e-09
"RP11-373N22.3",2.48365490056974,0.324612575196011,1.02195876807046,0.340477978561141,0.479441930785897
"FBXO38",828.340038084946,0.181462944897107,0.371615742178836,0.602750021605617,0.721519242187395
"CTD-2283N19.1",2.04342343677041,-0.00914321314221186,0.953844622524598,0.979302958072228,NA
"ADRB2",14.9232437424116,-0.110508301933529,0.895015462964798,0.794946486905546,0.866538794777797
"SH3TC2",6.83113635837485,-0.918522096829303,1.24526513904671,0.105370045401342,0.197365009623435
"ABLIM3",345.332803291528,-4.94902548639777,0.90374024213291,2.36337073840404e-09,3.06920032271095e-08
"AFAP1L1",143.16336113361,-0.793541688320555,0.504457684286704,0.0705343034695246,0.144298033756011
"GRPEL2",905.596643684397,0.662940232630344,0.542225350004881,0.152400503289859,0.261953398667426
"PCYOX1L",404.120621925219,0.867334357356562,0.47794388046536,0.0406315150423857,0.0929692622242863
"IL17B",9.83717849924639,-1.4408433265054,2.30308752143682,0.02424805378744,0.0607678915779063
"MIR143HG",45.8602302309588,-9.80507339777858,3.42455489532841,1.96443221710131e-06,1.52776745505675e-05
"AC131025.8",3.04466330084908,-0.230847995018143,1.05709596030875,0.120884251466336,0.219355766680161
"MIR145",99.8978958160743,-7.15097075449099,1.3193455421773,4.22064549849966e-09,5.2480900203711e-08
"CSNK1A1",5201.64326771734,-0.393279542393642,0.351548915080492,0.246402228959049,0.377180992357958
"ARHGEF37",15.1486198798656,0.191135392361856,0.822951931584411,0.707231554964327,0.802079967651984
"PPARGC1B",219.176548411378,2.72572212352391,0.778141624186963,4.57350360673935e-05,0.000262338581209608
"SLC26A2",515.374922943607,-0.199402281524878,0.446425792203159,0.613461049820403,0.730272587411477
"TIGD6",79.1051038916914,-0.573792774278314,0.53403325933603,0.206873396333272,0.330458305335575
"HMGXB3",1090.83681943094,-0.777898712525041,0.426004238752963,0.0434008574761852,0.0981781403329271
"CSF1R",8.26160783400204,-0.504625025136273,0.982954379587758,0.300436932483775,0.436711095599811
"PDGFRB",3384.68384076548,-6.05668521570831,0.491097725540944,3.67469078207642e-36,8.07756166855511e-34
"CDX1",4.63302232709858,-0.281932924405115,1.07695535967975,0.0650856834663205,0.135322745228301
"CAMK2A",11.1681356803634,-1.0546803485221,1.12376186972884,0.0893477034910955,0.173400190944156
"ARSI",163.624301281409,-2.09795773545304,0.477894731648881,1.95097376388809e-06,1.52101191441483e-05
"TCOF1",3081.10589763073,0.981740981626163,0.382191771673619,0.00518373277220404,0.0166751397032179
